,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
47,,,,,,,,,31.7398320355592,31.7213388120528,7.71274038461539,7.59933894230769,7.48549278846153,7.37164663461538,7.25780048076923,7.153515625,7.03010817307692,6.91670673076923,6.8059735576923,6.69223858173077,6.61252403846154,6.51791165865385,6.4040655048077,6.29972506009616,6.17637319711539,6.06252704326923,5.9581865985577,5.84434044471154,5.73050818810096,5.61666203425481,5.50281588040865,5.37948486328125,5.27512704702524,5.16128263033354,5.04745732234074,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.06077782264123,5.15179602989784,5.23718064528246,5.35102679912861,5.47436129056491,5.5787225811298,5.69256873497596,5.81590670072115,5.9297528545673,6.04359900841346,6.15747295673077,6.27131911057693,6.38516526442308,6.48956129807693,6.60296274038462,6.72592548076923,6.83132211538462,6.94027644230769,7.01143028846153,7.12527644230769,7.22956129807692,7.35296875,7.45747596153846,7.5806610576923,7.68516826923076,31.1780592751923,31.1780592751923,,,,,,,,
48,,,,,,,,,7.9404326923077,7.82658653846154,7.71318509615384,7.59933894230769,7.49483173076923,7.37164663461538,7.25780048076923,7.14395432692307,7.03010817307692,6.91626201923077,6.80252704326923,6.68856971153847,6.57483473557693,6.47043870192308,6.34736478365385,6.23385216346154,6.1230078125,6.03406550480769,5.94868088942308,5.83486253004808,5.72101637620192,5.60717022235577,5.50281588040865,5.3889732008714,5.27512704702524,5.16128089317909,5.04743560791015,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00948746901292,5.132821091872,5.23718064528246,5.36051513671875,5.47436129056491,5.5787225811298,5.69256873497596,5.81590670072115,5.9297528545673,6.043515625,6.14679987980769,6.25475360576923,6.37093449519231,6.46109975961539,6.55593449519231,6.66033052884616,6.78373798076923,6.88802283653846,7.01143028846153,7.12527644230769,7.23912259615384,7.35296875,7.45747596153846,7.58110576923077,7.69450721153846,7.80835336538461,31.1780592751923,,,,,,,,
49,,,,,,,,,7.94087740384615,7.82703125,7.71318509615384,7.60867788461538,7.48504807692308,7.37164663461538,7.25780048076923,7.14395432692307,7.03021935096154,6.9258233173077,6.80241586538462,6.68868088942308,6.57483473557693,6.46098858173077,6.34714242788462,6.23329627403847,6.11947791466347,6.01510967548077,5.89178560697116,5.77796724759616,5.66467698317307,5.55262357271635,5.47434044471154,5.37948486328125,5.27512704702524,5.15179429274339,5.03794813889724,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.01897450373723,5.1233344914363,5.23718064528246,5.35102679912861,5.47434044471154,5.58799203725962,5.69969801682692,5.78747295673077,5.87282977764423,5.97719801682693,6.10054987980769,6.20489032451923,6.3282421875,6.44208834134616,6.55593449519231,6.66978064903847,6.77417668269231,6.89758413461539,7.01143028846153,7.11571514423077,7.23912259615384,7.35296875,7.46681490384615,7.57132211538461,7.69495192307692,7.80835336538461,31.1780592751923,,,,,,,,
50,,,,,,,,,7.9404326923077,7.82658653846154,7.71274038461539,7.59889423076923,7.48549278846153,7.37164663461538,7.25780048076923,7.14395432692307,7.03010817307692,6.91626201923077,6.80252704326923,6.68868088942308,6.57483473557693,6.46098858173077,6.34717022235578,6.23329627403847,6.11945012019231,6.00560396634616,5.89178560697116,5.77793945312501,5.66410024789663,5.55025409405048,5.44589627779447,5.32256873497597,5.20881986177884,5.09664832481971,5.0094866004357,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.01897320087139,5.12327890249399,5.24489013671875,5.32256873497597,5.41743821364183,5.52179950420673,5.64513052133414,5.74949181189904,5.87282977764423,5.98667593149039,6.09104417067308,6.21439603365385,6.3282421875,6.44208834134616,6.55604567307693,6.66978064903847,6.78362680288462,6.89747295673077,7.01131911057692,7.12527644230769,7.23912259615384,7.35296875,7.46681490384615,7.5806610576923,7.69450721153846,7.80879807692308,31.1780592751923,,,,,,,,
51,,,,,,,,,7.94087740384615,7.82703125,7.71318509615384,7.59933894230769,7.48549278846153,7.37164663461538,7.25780048076923,7.14395432692307,7.03010817307692,6.91626201923077,6.80241586538462,6.68856971153847,6.57483473557693,6.46098858173077,6.34714242788462,6.23332406850962,6.11947791466347,6.00563176081732,5.89178560697116,5.77793945312501,5.66409329927885,5.55025409405048,5.43640794020433,5.32256352351262,5.20871736966647,5.09487121582031,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.07589801494892,5.18974416879507,5.30359032264123,5.41743473933293,5.53128436748798,5.64513746995193,5.75898362379808,5.87282977764423,5.98667593149039,6.10052208533654,6.2143682391827,6.3282421875,6.44208834134616,6.55593449519231,6.66989182692308,6.78373798076923,6.89758413461539,7.01143028846153,7.12527644230769,7.23912259615384,7.35296875,7.46681490384615,7.5806610576923,7.69450721153846,7.80835336538461,31.1780592751923,,,,,,,,
52,,,,,,,,,7.9404326923077,7.82658653846154,7.71318509615384,7.59933894230769,7.48549278846153,7.37164663461538,7.25780048076923,7.14395432692307,7.03021935096154,6.91637319711538,6.80252704326923,6.68868088942308,6.57472355769232,6.46098858173077,6.34714242788462,6.23329627403847,6.10049429086539,6.00563176081732,5.89178560697116,5.7589697265625,5.66410024789663,5.5312774188702,5.43640794020433,5.33204664963943,5.26297044020433,5.13273597130409,5.03794640174279,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00474416879508,5.07856802133414,5.18990572415866,5.30359900841346,5.43641141451322,5.53128436748798,5.64513052133414,5.75898362379808,5.87282977764423,5.98664813701924,6.10054987980769,6.21439603365385,6.32821439302885,6.44208834134616,6.55593449519231,6.66978064903847,6.78362680288462,6.89736177884615,7.01143028846153,7.12527644230769,7.23912259615384,7.35296875,7.46681490384615,7.58021634615385,7.69495192307692,7.80879807692308,31.1780592751923,,,,,,,,
53,,,,,,,,,7.94087740384615,7.82703125,7.71274038461539,7.58021634615385,7.48549278846153,7.37164663461538,7.25780048076923,7.12505408653846,7.03010817307692,6.91626201923077,6.783515625,6.68868088942308,6.57483473557693,6.46098858173077,6.34714242788462,6.21434044471155,6.11950570913462,5.98664813701924,5.89178560697116,5.79219801682692,5.71804236778846,5.60696176382212,5.49329627403846,5.36051166240986,5.2466655085637,5.132821091872,5.03794857318585,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.01897406944862,5.13282022329477,5.26564044658954,5.36051166240986,5.46486253004807,5.53425142728366,5.64588792067308,5.75901141826923,5.87282977764423,6.00563176081732,6.10052208533654,6.21439603365385,6.3282421875,6.44203275240385,6.55593449519231,6.66978064903847,6.78373798076923,6.916484375,7.01131911057692,7.12527644230769,7.23912259615384,7.35296875,7.46637019230769,7.59978365384615,7.69450721153846,7.80835336538461,31.1780592751923,,,,,,,,
54,,,,,,,,,7.9404326923077,7.82703125,7.71318509615384,7.59978365384615,7.46637019230769,7.37164663461538,7.25780048076923,7.1441766826923,7.03010817307692,6.89736177884615,6.80263822115385,6.66966947115385,6.57483473557693,6.47043870192308,6.38983473557693,6.26420372596154,6.15591646634616,6.06241586538462,5.94870868389423,5.83487642728365,5.70204664963942,5.58820049579327,5.4933310171274,5.37948833759015,5.24666724571815,5.15179516132061,5.01897406944862,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.03794857318585,5.15179429274339,5.26564044658954,5.37948833759015,5.4933310171274,5.58820049579327,5.70204664963942,5.81589280348557,5.92972506009615,6.02939603365385,6.10410757211539,6.21506310096154,6.32846454326923,6.46109975961539,6.55593449519231,6.66989182692308,6.78362680288462,6.89758413461539,7.01143028846153,7.12505408653846,7.23912259615384,7.35296875,7.4859375,7.5806610576923,7.69450721153846,7.80879807692308,31.1780592751923,,,,,,,,
55,,,,,,,,,31.6414453126183,31.6562507235483,7.6940625,7.59933894230769,7.46681490384615,7.37164663461538,7.23890024038462,7.14395432692307,7.03010817307692,6.95917668269231,6.84733173076923,6.74482572115385,6.61230168269231,6.49890024038462,6.4040655048077,6.29027493990385,6.17642878605769,6.06255483774039,5.94870868389423,5.83486253004808,5.70205359825722,5.58820744441106,5.4933310171274,5.36051166240986,5.24666724571815,5.16128089317909,5.07352593055138,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0379576932467,5.15179602989784,5.26564044658954,5.36051166240986,5.4933310171274,5.60717717097356,5.7210302734375,5.83486253004808,5.94870868389423,6.04357121394231,6.15741736778846,6.29027493990385,6.38516526442308,6.49901141826923,6.60318509615385,6.67333834134616,6.78729567307693,6.89802884615385,7.01143028846153,7.1441766826923,7.23912259615384,7.35296875,7.46681490384615,7.5806610576923,7.69495192307692,31.1780592751923,31.1780592751923,,,,,,,,
56,,,,,,,,,31.6562507235483,31.583890141095,7.71362980769231,7.60867788461538,7.5286298076923,7.40233173076923,7.3125,7.20087740384616,7.06813100961539,6.97318509615385,6.85945012019231,6.72659254807693,6.61285757211539,6.49901141826923,6.38510967548077,6.27126352163462,6.15741736778846,6.04357121394231,5.94870868389423,5.83486253004808,5.76373647836538,5.64276104266827,5.53083270733173,5.41741041917067,5.30358858548678,5.18974416879507,5.0758975806603,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.09487121582031,5.20871736966647,5.30358858548678,5.38659329927885,5.49392512394832,5.60761493389423,5.70208834134615,5.83487642728365,5.94870868389423,6.06255483774039,6.17642878605769,6.27131911057693,6.38516526442308,6.49901141826923,6.63186899038462,6.72659254807693,6.84043870192308,6.97340745192307,7.06835336538462,7.18175480769231,7.25335336538462,7.36586538461538,7.46770432692308,7.58110576923077,7.69450721153846,31.1780592751923,31.1780592751923,,,,,,,,
57,,,,,,,,,31.6562507235483,31.5735436567021,7.75098557692308,7.65670673076923,7.54241586538462,7.40989182692308,7.31472355769231,7.20087740384616,7.08725360576923,6.95428485576923,6.84043870192308,6.72670372596154,6.61285757211539,6.49901141826923,6.40417668269231,6.33302283653847,6.2126171875,6.10010516826923,5.98662034254808,5.87280198317308,5.7589697265625,5.64513052133414,5.53128436748798,5.41743821364183,5.33205359825721,5.24429602989783,5.132673433744,5.00948138897235,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00237121582031,5.10465486966647,5.20875384990986,5.32256873497597,5.44589627779447,5.55025409405048,5.66410024789663,5.77794640174279,5.89178560697116,5.97719801682693,6.06964242788462,6.15836237980769,6.27154146634616,6.38516526442308,6.49901141826923,6.61285757211539,6.74571514423077,6.85956129807693,6.95428485576923,7.06813100961539,7.20109975961538,7.29604567307693,7.40989182692308,7.52329326923077,7.63758413461539,7.75098557692308,31.1780592751923,31.1780592751923,,,,,,,,
58,,,,,,,,,,31.4615880392979,7.77055288461538,7.65626201923077,7.54241586538462,7.40989182692308,7.31472355769231,7.20087740384616,7.08703125,6.98296875,6.89046875,6.78195913461538,6.66944711538462,6.57483473557693,6.46098858173077,6.3281865985577,6.23335186298078,6.10052208533654,5.98667593149039,5.89179950420674,5.80879131610578,5.70146296574519,5.5880615234375,5.46486253004807,5.35102679912861,5.23717977670523,5.16128263033354,5.06552112285907,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.04750769981971,5.15179602989784,5.26564044658954,5.3794866004357,5.47435434194711,5.55736253004807,5.66467698317307,5.77807842548077,5.89181340144231,5.98667593149039,6.11947791466347,6.21434044471155,6.3281865985577,6.46104417067308,6.5558233173077,6.62697716346154,6.73015024038462,6.84155048076923,6.97407451923077,7.08747596153846,7.18219951923077,7.29604567307693,7.40989182692308,7.54241586538462,7.63758413461539,7.77055288461538,31.1780592751923,,,,,,,,,
59,,,,,,,,,,31.3565037261927,7.77010817307693,7.66560096153847,7.58466346153846,7.4823798076923,7.37075721153846,7.257578125,7.14395432692307,7.03033052884615,6.916484375,6.78362680288462,6.66978064903847,6.5558233173077,6.46098858173077,6.38994591346154,6.26887319711539,6.15702824519231,6.04357121394231,5.9297528545673,5.81590670072115,5.702060546875,5.63564565805289,5.5206182391827,5.40773099459135,5.29410024789664,5.18974416879507,5.10910372220552,5.00455829326923,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00007296048678,5.10435955341045,5.20871736966647,5.30358858548678,5.38185434194712,5.49347693810096,5.60719801682692,5.72102332481971,5.83486947866587,5.92973895733173,6.00563176081731,6.12656550480769,6.23390775240384,6.34747596153846,6.44208834134616,6.57483473557693,6.68868088942308,6.80263822115385,6.89736177884615,7.01120793269231,7.14395432692307,7.23867788461538,7.30983173076923,7.41344951923077,7.54463942307692,7.63802884615384,7.75143028846154,31.1780592751923,,,,,,,,,
60,,,,,,,,,,31.3403585384578,31.3726489139277,7.71362980769231,7.59933894230769,7.48549278846153,7.37164663461538,7.25780048076923,7.14395432692307,7.03010817307692,6.95895432692307,6.83821514423077,6.72503605769231,6.61274639423078,6.49901141826923,6.38510967548077,6.27129131610577,6.17642878605769,6.09104417067308,5.98492487980769,5.86326847956731,5.7589697265625,5.64513052133414,5.55975285456731,5.47258244441106,5.35096078725962,5.23718064528246,5.16602679912861,5.05996309720553,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.04765709510216,5.16602679912861,5.2466655085637,5.32493126502404,5.44611515925481,5.55975285456731,5.67358511117789,5.7589697265625,5.84434044471154,5.95107121394231,6.06286057692308,6.17637319711539,6.29027493990385,6.40409329927885,6.51791165865385,6.60318509615385,6.69813100961539,6.78729567307693,6.91670673076923,7.03033052884615,7.1441766826923,7.25780048076923,7.37164663461538,7.46637019230769,7.5806610576923,7.69450721153846,31.1780592751923,31.1780592751923,,,,,,,,,
61,,,,,,,,,,31.3437225941732,31.3730426949557,7.71318509615384,7.60867788461538,7.51395432692308,7.40233173076923,7.29382211538461,7.20087740384616,7.08725360576923,6.95428485576923,6.85956129807693,6.72670372596154,6.64143028846154,6.57016526442308,6.44042067307693,6.32813100961539,6.20489032451923,6.10052208533654,6.00565955528847,5.91554987980769,5.80612304687501,5.69255483774038,5.60718411959134,5.50756873497596,5.4027627328726,5.29410024789664,5.21820744441106,5.12311213566706,5.01897406944862,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.01897320087139,5.10954495943509,5.22294987605168,5.30358858548678,5.39015099158654,5.50287146935096,5.61666203425481,5.69255483774038,5.78030198317308,5.89192457932693,6.00565955528847,6.12895582932693,6.21434044471155,6.29021935096154,6.413515625,6.51957932692308,6.63198016826924,6.74571514423077,6.84043870192308,6.97329627403846,7.08725360576923,7.18175480769231,7.26491586538462,7.37409254807692,7.48771634615385,7.58110576923077,7.6940625,31.1780592751923,31.1780592751923,,,,,,,,,
62,,,,,,,,,,29.2158252789123,29.2158252789123,7.76966346153846,7.65670673076923,7.52373798076923,7.40989182692308,7.29604567307693,7.21021634615385,7.11549278846154,7.00965144230769,6.89669471153847,6.783515625,6.66978064903847,6.57483473557693,6.48950570913462,6.38277493990385,6.27076322115385,6.14791165865385,6.04359900841346,5.9582421875,5.85979417067308,5.75884465144231,5.64513746995193,5.56449181189904,5.45969275841346,5.35102332481971,5.27987642728365,5.17308659480168,5.09487295297476,5.00228609525241,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00101623535156,5.09487295297476,5.16780217097356,5.27989727313702,5.36050818810096,5.4467822265625,5.55979454627404,5.64512357271635,5.74472506009615,5.83544621394231,5.9582421875,6.06255483774039,6.14791165865385,6.2356865985577,6.34775390625,6.46109975961539,6.57483473557693,6.66972506009616,6.783515625,6.86890024038462,6.98074519230769,7.06924278846154,7.20132211538461,7.31472355769231,7.42856971153847,7.52373798076923,7.63758413461539,7.75143028846154,31.1780592751923,31.1780592751923,,,,,,,,,
63,,,,,,,,,,,24.930710547608,29.3627358519315,7.68472355769231,7.57399038461539,7.48460336538461,7.35252403846154,7.23912259615384,7.12516526442307,7.01143028846153,6.92604567307692,6.83821514423077,6.72614783653847,6.61274639423078,6.49901141826923,6.40417668269231,6.32585186298078,6.21384014423077,6.10049429086539,6.00565955528847,5.92739032451923,5.80619253305289,5.70204664963942,5.62141488882212,5.51661583533654,5.41743126502404,5.34450552133413,5.23717717097356,5.16869506835938,5.06640794020433,5.00050030048077,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00050724909855,5.06611349252554,5.16612755408654,5.23599243164062,5.33226900540866,5.43640794020433,5.50399714543269,5.61671762319712,5.70204664963942,5.79098895733173,5.90154146634615,6.01513746995193,6.10049429086539,6.17876352163461,6.29077524038462,6.40417668269231,6.517939453125,6.61280198317308,6.71703125000001,6.80486177884615,6.91692908653846,7.01143028846153,7.1441766826923,7.25780048076923,7.35296875,7.45658653846154,7.52685096153846,7.63847355769231,31.1780592751923,31.1780592751923,,,,,,,,,,
64,,,,,,,,,,,29.3482753416,30.1272969709603,7.69450721153846,7.5806610576923,7.49483173076923,7.40055288461539,7.29426682692308,7.18175480769231,7.06813100961539,6.95439603365384,6.85956129807693,6.77662259615385,6.66922475961539,6.5558233173077,6.46104417067308,6.37571514423077,6.26951246995193,6.15730618990385,6.06258263221154,5.979560546875,5.86307391826923,5.75898362379808,5.68071439302884,5.57387244591346,5.50282282902644,5.40061560997597,5.33205359825721,5.23696871243991,5.16617445725661,5.07589280348558,5.00203247070312,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00101623535156,5.0616655085637,5.16146850585938,5.22872765174279,5.32256873497597,5.39548753004808,5.49342829777644,5.57159329927885,5.67379356971154,5.77793945312501,5.85857121394231,5.95846454326924,6.06258263221154,6.14791165865385,6.23563100961539,6.35692608173077,6.46098858173077,6.5558233173077,6.64120793269231,6.74793870192308,6.85978365384616,6.97329627403846,7.06813100961539,7.14395432692307,7.26536057692308,7.35385817307692,7.4859375,7.59933894230769,7.71362980769231,31.1780592751923,31.1780592751923,,,,,,,,,,
65,,,,,,,,,,,31.1675469239158,31.1675469239158,7.75009615384615,7.65626201923077,7.52373798076923,7.42879206730769,7.31516826923077,7.23200721153846,7.124609375,7.01120793269231,6.89747295673077,6.81219951923077,6.72436899038462,6.60307391826924,6.49901141826923,6.41362680288461,6.31517878605769,6.20461237980769,6.11950570913462,6.01989032451923,5.91999699519231,5.84436823918269,5.74861628605769,5.64512357271635,5.57220477764424,5.47435434194711,5.39994854266827,5.32256873497597,5.23634333683894,5.16873154860276,5.10435781625601,5.01897320087139,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00474330021785,5.07589975210337,5.16644371619591,5.22872765174279,5.30359205979568,5.39693979116587,5.46486253004807,5.55994741586539,5.64512357271635,5.73702599158654,5.83489032451923,5.91549429086539,6.01538762019231,6.11945012019231,6.20010967548077,6.30089242788462,6.40417668269231,6.49895582932692,6.58428485576923,6.69101562500001,6.80286057692307,6.91626201923077,7.01098557692308,7.09681490384615,7.20332331730769,7.29649038461538,7.42856971153847,7.523515625,7.63713942307692,7.70829326923077,31.1780592751923,31.1780592751923,,,,,,,,,,
66,,,,,,,,,,,,31.2225078284853,31.2230981832079,7.70829326923077,7.57932692307693,7.46681490384615,7.37186899038461,7.25824519230769,7.17286057692308,7.06612980769231,6.94472355769231,6.85956129807693,6.77417668269231,6.65921875,6.5558233173077,6.46109975961539,6.37104567307693,6.26159104567308,6.176484375,6.08748647836538,5.97697566105769,5.90604417067308,5.80123121995192,5.73052208533654,5.63048978365385,5.56093411959134,5.46483473557692,5.39742619441106,5.33205359825721,5.26563176081731,5.17942025991587,5.11181368314303,5.05489060621995,5.00050724909855,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00457219050481,5.0579341008113,5.11486412635217,5.1728069129357,5.23717717097356,5.30359900841346,5.39413949819711,5.46368126502404,5.55027493990385,5.62317983774039,5.73070274939904,5.80164813701924,5.90148587740385,5.97714242788462,6.07292217548078,6.17642878605769,6.2617578125,6.3476983173077,6.46104417067308,6.5558233173077,6.63409254807693,6.74615985576924,6.86890024038462,6.95428485576923,7.03722355769231,7.12616586538461,7.25824519230769,7.37164663461538,7.46681490384615,7.5704326923077,7.65848557692308,31.1780592751923,31.1780592751923,,,,,,,,,,,
67,,,,,,,,,,,,31.3562334470044,31.2501402274878,7.72252403846154,7.62824519230769,7.52151442307692,7.40944711538462,7.29593449519231,7.21066105769231,7.12283052884615,7.01098557692308,6.89758413461539,6.83109975961538,6.71614182692309,6.60312950721154,6.51802283653846,6.43975360576923,6.31868088942309,6.24285757211539,6.14707782451924,6.04357121394231,5.97603064903846,5.89178560697116,5.7999248798077,5.72101637620192,5.62921123798077,5.56508244441105,5.49332406850962,5.40153282752404,5.34051006610577,5.2823188664363,5.22294987605168,5.16602506197416,5.10914020244892,5.05234914926383,5.00414832481972,5,5,5,5,5,5,5,5,5,5,5,5.00948138897235,5.05885131835937,5.0963564828726,5.13282282902644,5.21020263671875,5.2758740234375,5.33543757512019,5.39947951096755,5.46486253004807,5.55063626802885,5.62718224158654,5.702060546875,5.78830679086538,5.87280198317308,5.9646905048077,6.04362680288462,6.13251352163461,6.23374098557692,6.31868088942308,6.41473858173077,6.52747295673077,6.61274639423078,6.69101562500001,6.80286057692307,6.89736177884615,6.98274639423077,7.08947716346154,7.20154447115384,7.31494591346154,7.40966947115385,7.48060096153846,7.6015625,7.71362980769231,31.1780592751923,31.1780592751923,,,,,,,,,,,
68,,,,,,,,,,,,31.3031868372461,31.232488692337,31.1532416619299,7.66604567307692,7.57132211538461,7.46459134615385,7.35252403846154,7.25824519230769,7.16796875,7.06768629807692,6.95428485576923,6.88802283653846,6.77306490384616,6.66966947115385,6.58439603365385,6.48833834134616,6.4040655048077,6.31517878605769,6.21395132211538,6.13373647836539,6.04318209134616,5.95940955528847,5.87241286057692,5.79485238882211,5.72098858173077,5.63488131009616,5.56820237379808,5.50756873497596,5.43640794020433,5.37947791466346,5.30358511117789,5.27512357271635,5.22294813889723,5.16602679912861,5.10571974534255,5.10435868483324,5.04745732234074,5.03794813889724,5.04743560791015,5.01897320087139,5,5.0094866004357,5.00948746901292,5.00948746901292,5.05929950420673,5.066410545936,5.11788677509015,5.13282282902644,5.18025756835937,5.23243647648739,5.28936129056491,5.35102679912861,5.41744516225962,5.49335186298077,5.56058668870192,5.62822453425481,5.702060546875,5.78825120192308,5.86212890625,5.94912560096154,6.02695012019231,6.12917818509616,6.20472355769231,6.30055889423077,6.38505408653847,6.4633233173077,6.58456280048078,6.66966947115385,6.74793870192308,6.86912259615385,6.95428485576923,7.03966947115384,7.14617788461538,7.25824519230769,7.37164663461538,7.45658653846154,7.54463942307692,7.65670673076923,31.1780592751923,31.1780592751923,31.1780592751923,,,,,,,,,,,
69,,,,,,,,,,,,,31.1521856223976,31.0365334800037,7.71362980769231,7.62802283653846,7.52129206730769,7.40944711538462,7.31494591346154,7.22978365384615,7.11460336538462,7.01120793269231,6.92604567307692,6.82998798076923,6.72659254807693,6.6555498798077,6.54559495192309,6.46109975961539,6.37460336538462,6.27131911057693,6.20372295673077,6.11950570913462,6.02761718750001,5.9582421875,5.86257361778846,5.79989708533655,5.73052208533654,5.64510967548078,5.58668569711539,5.51845027043269,5.46152719350962,5.3964394906851,5.34804236778846,5.30358511117789,5.27986947866587,5.21829082782453,5.21820397010216,5.16128436748798,5.15179429274339,5.16128176175631,5.1079120342548,5.09442737285908,5.1327324969952,5.132821091872,5.12333362285907,5.13282282902644,5.1755133995643,5.22117450420674,5.23718064528246,5.28936129056491,5.34611412635217,5.40253342848558,5.45944260817308,5.51637958233173,5.57382380558894,5.63565955528846,5.72104417067307,5.79386568509616,5.85857121394231,5.92978064903846,6.02667217548078,6.10054987980769,6.18938100961539,6.27131911057693,6.3578155048077,6.44208834134616,6.54159254807693,6.63231370192308,6.72659254807693,6.80486177884615,6.92604567307692,7.01120793269231,7.0963701923077,7.20154447115384,7.31494591346154,7.40944711538462,7.49216346153846,7.59978365384615,7.71318509615384,31.1780592751923,31.1780592751923,,,,,,,,,,,,
70,,,,,,,,,,,,,31.0654465156022,31.0365334800037,31.0366985096462,7.66649038461538,7.5784375,7.46637019230769,7.35296875,7.26758413461538,7.17997596153846,7.08703125,7.00209134615384,6.88713341346154,6.80241586538462,6.71369591346154,6.61252403846154,6.53225360576923,6.43174879807693,6.36142878605769,6.26097956730769,6.19071514423077,6.10043870192308,6.02761718750001,5.96296724759615,5.87280198317308,5.80303786057693,5.73794320913462,5.67900503305288,5.62156080979567,5.56450570913461,5.50289926382212,5.446240234375,5.40461106520433,5.3889697265625,5.33205359825721,5.32256178635817,5.27512704702524,5.27512704702524,5.26563870943509,5.20882681039664,5.20827439528245,5.24429950420673,5.24666724571815,5.24666724571815,5.23718064528246,5.29410024789664,5.30359205979568,5.35102679912861,5.40760591947116,5.45731633112981,5.50580378605769,5.551748046875,5.60869891826923,5.67693434495192,5.73694260817308,5.801064453125,5.86335186298077,5.9502373798077,6.02667217548078,6.10054987980769,6.18676832932693,6.2617578125,6.35681490384616,6.43241586538462,6.52825120192308,6.61274639423078,6.69101562500001,6.80263822115385,6.86890024038462,6.97385216346154,7.08703125,7.153515625,7.26002403846154,7.37209134615384,7.43813100961538,7.54486177884615,7.65715144230769,31.1780592751923,31.1780592751923,31.1780592751923,,,,,,,,,,,,
71,,,,,,,,,,,,,,31.0365334800037,31.0365334800037,31.0366985096462,7.62824519230769,7.52151442307692,7.42856971153847,7.3436298076923,7.22844951923077,7.14439903846154,7.06112680288462,6.9540625,6.86912259615385,6.77328725961539,6.69813100961539,6.60246243990385,6.51791165865385,6.42908052884616,6.35659254807693,6.27087439903847,6.1930498798077,6.11945012019231,6.0420703125,5.96563551682693,5.90662785456731,5.84435434194712,5.78741736778846,5.72101637620192,5.67357121394231,5.62140794020433,5.55973895733174,5.50421950120192,5.47435434194711,5.44589280348558,5.39608511117789,5.3889697265625,5.37948486328125,5.36051166240986,5.32256873497597,5.32226994441105,5.33205359825721,5.36051513671875,5.35102679912861,5.36051513671875,5.40786301832933,5.40794987605168,5.46487642728365,5.51617112379808,5.53129131610577,5.5787225811298,5.63564565805289,5.69258263221154,5.75898362379808,5.81593449519231,5.89331430288462,5.96157752403847,6.02875676081731,6.10054987980769,6.18671274038461,6.25697716346154,6.34725360576923,6.42541165865385,6.49912259615385,6.58784254807693,6.66989182692308,6.75271935096154,6.85978365384616,6.94472355769231,7.03233173076923,7.12527644230769,7.21021634615385,7.315390625,7.42856971153847,7.52329326923077,7.60600961538461,31.1780592751923,31.1780592751923,31.1780592751923,,,,,,,,,,,,,
